SERIES,DESCRIPTION,,,,,,,,,,,,,
XUDLBK23,Spot exchange rate - Cyprus Pound into Euro,,,,,,,,,,,,,
XUDLBK26,Spot exchange rate - Czech Koruna into Euro,,,,,,,,,,,,,
XUDLBK29,Spot exchange rate - Estonian Kroon into Euro,,,,,,,,,,,,,
XUDLBK34,Spot exchange rate - Hungarian Forint into Euro,,,,,,,,,,,,,
XUDLBK37,Spot exchange rate - Lithuanian Litas into Euro,,,,,,,,,,,,,
XUDLBK42,Spot exchange rate - Latvian Lats into Euro,,,,,,,,,,,,,
Currency joined the Euro on 01/01/2014,,,,,,,,,,,,,,
XUDLBK45,Spot exchange rate - Maltese Lira into Euro,,,,,,,,,,,,,
XUDLBK48,Spot exchange rate - Polish Zloty into Euro,,,,,,,,,,,,,
XUDLBK53,Spot exchange rate - Slovenian Tolar into Euro,,,,,,,,,,,,,
XUDLBK56,Spot exchange rate - Slovak Koruna into Euro,,,,,,,,,,,,,
XUDLBK63,Spot exchange rate - Japanese Yen into Euro,,,,,,,,,,,,,
XUDLBK68,Spot exchange rate - Swiss Franc into Euro,,,,,,,,,,,,,
XUDLBK76,Spot exchange rate - Danish Krone into Euro,,,,,,,,,,,,,
XUDLSER,Spot exchange rate - Sterling into Euro,,,,,,,,,,,,,
,,,,,,,,,,,,,,
DATE,XUDLBK23,XUDLBK26,XUDLBK29,XUDLBK34,XUDLBK37,XUDLBK42,XUDLBK45,XUDLBK48,XUDLBK53,XUDLBK56,XUDLBK63,XUDLBK68,XUDLBK76,XUDLSER
16-May-12,,25.443,,294.72,3.4529,0.6977,,4.34,,,102.38,1.201,7.433,0.8004
17-May-12,,25.477,,298.12,3.4528,0.6977,,4.3535,,,101.07,1.2011,7.4327,0.8036
18-May-12,,25.27,,298.23,3.4528,0.6977,,4.3435,,,100.83,1.201,7.433,0.8049
21-May-12,,25.118,,296.95,3.4528,0.6977,,4.3191,,,101.31,1.201,7.4316,0.8079
22-May-12,,25.223,,296.94,3.4529,0.6979,,4.3312,,,101.96,1.201,7.4318,0.8076
23-May-12,,25.518,,303.31,3.4528,0.6979,,4.3925,,,99.71,1.2009,7.4315,0.8007
24-May-12,,25.388,,299,3.4529,0.6982,,4.3498,,,99.91,1.2023,7.4314,0.8024
25-May-12,,25.374,,299.93,3.4529,0.6981,,4.3671,,,99.58,1.2008,7.4307,0.8001
28-May-12,,25.34,,299.31,3.4528,0.6983,,4.3497,,,99.67,1.2024,7.4304,0.7984
29-May-12,,25.397,,296.58,3.4528,0.6981,,4.3485,,,99.65,1.2013,7.4315,0.7995
30-May-12,,25.688,,300.91,3.4529,0.6982,,4.3982,,,97.83,1.201,7.4311,0.7978
31-May-12,,25.815,,302.52,3.4528,0.6979,,4.4035,,,96.96,1.2017,7.4306,0.8033
01-Jun-12,,25.691,,306.45,3.4528,0.6976,,4.4262,,,96.59,1.2008,7.4306,0.8062
06-Jun-12,,25.458,,298.7,3.4528,0.6969,,4.3178,,,98.83,1.2007,7.4325,0.8084
07-Jun-12,,25.396,,294.83,3.4528,0.697,,4.256,,,99.97,1.2011,7.4336,0.8066
08-Jun-12,,25.458,,296.21,3.4528,0.6972,,4.3052,,,99.25,1.2008,7.4322,0.8086
11-Jun-12,,25.517,,295.33,3.4528,0.697,,4.3025,,,99.35,1.201,7.4327,0.8066
12-Jun-12,,25.739,,297.88,3.4528,0.697,,4.3363,,,99.05,1.2007,7.4326,0.8013
13-Jun-12,,25.498,,295.14,3.4528,0.6969,,4.3068,,,99.86,1.2009,7.4314,0.8069
14-Jun-12,,25.625,,296.25,3.4529,0.6968,,4.3071,,,99.86,1.2011,7.4317,0.8104
15-Jun-12,,25.531,,294.6,3.4528,0.6966,,4.2815,,,99.4,1.201,7.4318,0.8071
18-Jun-12,,25.55,,291.94,3.4529,0.6967,,4.2813,,,99.27,1.201,7.4323,0.8028
19-Jun-12,,25.415,,287.71,3.4529,0.6969,,4.2418,,,100.17,1.2009,7.4329,0.8068
20-Jun-12,,25.532,,286.28,3.4528,0.6967,,4.232,,,100.82,1.2009,7.434,0.807
21-Jun-12,,25.805,,286.71,3.453,0.6969,,4.2602,,,101.22,1.2012,7.4338,0.8051
22-Jun-12,,25.764,,287.58,3.4528,0.6967,,4.276,,,100.89,1.201,7.4338,0.8057
25-Jun-12,,25.86,,287.5,3.4528,0.6966,,4.2617,,,99.35,1.2007,7.4334,0.802
26-Jun-12,,25.937,,286.8,3.4528,0.6964,,4.2576,,,99.09,1.201,7.4337,0.7995
27-Jun-12,,25.86,,286.85,3.4528,0.6966,,4.2548,,,99.38,1.2013,7.4339,0.8011
28-Jun-12,,25.805,,289.75,3.4528,0.6965,,4.2943,,,98.54,1.2012,7.4325,0.8014
29-Jun-12,,25.533,,285.65,3.4528,0.6968,,4.2353,,,101.24,1.2011,7.4344,0.809
02-Jul-12,,25.563,,285.87,3.453,0.6964,,4.2193,,,99.84,1.2014,7.4341,0.8021
03-Jul-12,,25.487,,284.9,3.4528,0.6967,,4.1979,,,100.69,1.2011,7.4346,0.8041
04-Jul-12,,25.56,,285.88,3.453,0.6963,,4.2156,,,99.86,1.2012,7.4363,0.8031
05-Jul-12,,25.632,,286.38,3.4528,0.6963,,4.2163,,,98.99,1.201,7.4408,0.7977
06-Jul-12,,25.677,,289.58,3.453,0.6964,,4.2415,,,97.89,1.201,7.4392,0.7936
09-Jul-12,,25.458,,288.68,3.4528,0.6959,,4.2286,,,97.91,1.2,7.439,0.7923
10-Jul-12,,25.398,,287.8,3.4529,0.6958,,4.1873,,,97.4,1.201,7.4371,0.7909
11-Jul-12,,25.351,,288.6,3.4528,0.6962,,4.1675,,,97.57,1.2007,7.4361,0.7871
12-Jul-12,,25.443,,289.34,3.4528,0.6963,,4.2145,,,96.56,1.2009,7.4379,0.791
13-Jul-12,,25.426,,287.9,3.4529,0.6961,,4.1964,,,96.98,1.2008,7.4393,0.7876
16-Jul-12,,25.337,,288.18,3.4529,0.6962,,4.1888,,,96.37,1.201,7.4395,0.7836
17-Jul-12,,25.232,,286.45,3.4528,0.6962,,4.1753,,,96.49,1.2009,7.4405,0.7845
18-Jul-12,,25.269,,284.55,3.4529,0.6962,,4.1632,,,96.73,1.201,7.4388,0.785
19-Jul-12,,25.394,,284.19,3.4528,0.6962,,4.1556,,,96.39,1.201,7.4387,0.7805
20-Jul-12,,25.552,,286.3,3.4529,0.6962,,4.1655,,,95.59,1.2009,7.4389,0.7783
23-Jul-12,,25.576,,287.9,3.4528,0.6962,,4.2035,,,95,1.2009,7.4393,0.7811
24-Jul-12,,25.533,,288.95,3.4529,0.6964,,4.2075,,,94.52,1.2009,7.4392,0.7783
25-Jul-12,,25.515,,288.87,3.4528,0.6964,,4.1948,,,94.83,1.201,7.4385,0.7835
26-Jul-12,,25.382,,283.95,3.4529,0.6965,,4.1373,,,96.24,1.2011,7.4384,0.7836
27-Jul-12,,25.337,,280.73,3.4528,0.6966,,4.1208,,,97.28,1.201,7.4386,0.7873
30-Jul-12,,25.254,,279.39,3.4528,0.6961,,4.114,,,95.72,1.2011,7.4389,0.78
31-Jul-12,,25.362,,280.61,3.4528,0.6966,,4.1035,,,96.19,1.2012,7.4412,0.786
01-Aug-12,,25.289,,280.53,3.4528,0.6967,,4.1014,,,96.21,1.2015,7.4425,0.7888
02-Aug-12,,25.297,,279.95,3.4528,0.6966,,4.1116,,,95.11,1.2013,7.4412,0.7835
03-Aug-12,,25.201,,277.54,3.4528,0.6964,,4.0701,,,97,1.2014,7.4418,0.791
06-Aug-12,,25.091,,276.01,3.4528,0.6963,,4.0385,,,97.13,1.2012,7.4422,0.795
07-Aug-12,,25.112,,277.29,3.4528,0.6963,,4.074,,,97.7,1.2015,7.4442,0.7937
08-Aug-12,,25.124,,277.1,3.4528,0.6963,,4.0714,,,96.82,1.2012,7.4433,0.789
09-Aug-12,,25.082,,276.65,3.4528,0.6962,,4.0623,,,96.85,1.201,7.443,0.7872
10-Aug-12,,25.125,,277.42,3.4528,0.6962,,4.0807,,,96.28,1.201,7.4431,0.7848
13-Aug-12,,25.113,,279.78,3.4528,0.6963,,4.0983,,,96.72,1.2009,7.443,0.7865
14-Aug-12,,25.025,,278.53,3.4528,0.6962,,4.0837,,,97.09,1.2009,7.443,0.7856
15-Aug-12,,24.98,,279.11,3.4528,0.6962,,4.0873,,,96.88,1.201,7.4434,0.7826
16-Aug-12,,24.912,,277.94,3.4528,0.6962,,4.0638,,,97.98,1.201,7.446,0.7853
17-Aug-12,,24.931,,277.89,3.4529,0.6963,,4.0698,,,97.79,1.2011,7.446,0.7845
20-Aug-12,,24.844,,277.39,3.4529,0.6962,,4.0699,,,97.95,1.201,7.4456,0.7858
21-Aug-12,,24.77,,275.43,3.4528,0.6963,,4.0598,,,99.05,1.2012,7.4458,0.7907
22-Aug-12,,24.983,,277.54,3.4528,0.6963,,4.0795,,,98.81,1.2009,7.4478,0.7889
23-Aug-12,,24.938,,277.07,3.4528,0.6963,,4.0892,,,98.61,1.2008,7.4479,0.792
24-Aug-12,,24.863,,277.38,3.4528,0.6963,,4.0949,,,98.46,1.2009,7.4479,0.7915
28-Aug-12,,24.746,,281.17,3.4528,0.6963,,4.1148,,,98.66,1.2009,7.4482,0.7939
29-Aug-12,,24.812,,284.1,3.4528,0.6963,,4.1748,,,98.63,1.201,7.4513,0.7914
30-Aug-12,,24.888,,285.5,3.4528,0.6963,,4.2028,,,98.17,1.2009,7.4505,0.7904
31-Aug-12,,24.904,,284.33,3.4529,0.6962,,4.1805,,,98.71,1.2009,7.4516,0.7937
03-Sep-12,,24.892,,284.63,3.4528,0.6963,,4.1913,,,98.47,1.2008,7.4511,0.7916
04-Sep-12,,24.88,,284.7,3.4528,0.6963,,4.1983,,,98.48,1.2011,7.4507,0.7909
05-Sep-12,,24.775,,285.52,3.4528,0.6963,,4.1836,,,98.7,1.2041,7.4511,0.7919
06-Sep-12,,24.575,,287,3.4528,0.6963,,4.1195,,,99.76,1.2062,7.4511,0.7929
07-Sep-12,,24.548,,284.3,3.4529,0.6963,,4.1056,,,99.92,1.2084,7.4526,0.7988
10-Sep-12,,24.559,,284.6,3.4528,0.6963,,4.1078,,,100.1,1.2089,7.4521,0.7986
11-Sep-12,,24.42,,282.7,3.4528,0.6963,,4.0829,,,99.93,1.2076,7.4521,0.7996
12-Sep-12,,24.425,,283.48,3.4528,0.6961,,4.107,,,100.37,1.2091,7.4548,0.8005
13-Sep-12,,24.472,,283.97,3.4528,0.6963,,4.1015,,,99.94,1.2125,7.4535,0.8009
14-Sep-12,,24.378,,282.65,3.4528,0.6963,,4.0685,,,102.99,1.2165,7.4551,0.8093
17-Sep-12,,24.533,,283.4,3.4528,0.6963,,4.1034,,,103.55,1.2159,7.4552,0.8075
18-Sep-12,,24.822,,283.71,3.4528,0.6962,,4.1195,,,102.65,1.2121,7.4541,0.8032
19-Sep-12,,24.889,,283.39,3.4528,0.6962,,4.1452,,,102.2,1.2108,7.4549,0.8049
20-Sep-12,,24.916,,283.2,3.4528,0.6963,,4.1492,,,101.33,1.2095,7.4549,0.7994
21-Sep-12,,24.834,,281.88,3.4528,0.6963,,4.1322,,,101.51,1.2115,7.4553,0.799
24-Sep-12,,24.894,,282.8,3.4529,0.6963,,4.1455,,,100.58,1.2094,7.4564,0.7975
25-Sep-12,,24.911,,284.18,3.4528,0.6963,,4.1294,,,100.96,1.2102,7.457,0.7975
26-Sep-12,,24.965,,285.78,3.4528,0.6963,,4.1527,,,99.87,1.2085,7.4561,0.7952
27-Sep-12,,25.105,,284.99,3.4528,0.6963,,4.1398,,,99.93,1.2082,7.4556,0.7943
28-Sep-12,,25.185,,285,3.4528,0.6963,,4.1208,,,100.08,1.2091,7.4544,0.7966
01-Oct-12,,25.082,,285.6,3.4528,0.6963,,4.0945,,,100.74,1.2093,7.4557,0.799
02-Oct-12,,25.019,,285.9,3.4528,0.6964,,4.1043,,,100.94,1.2098,7.4559,0.8015
03-Oct-12,,25.025,,286.36,3.4528,0.6962,,4.0935,,,101.32,1.2097,7.4559,0.8027
04-Oct-12,,24.938,,284.78,3.4528,0.6962,,4.0872,,,102.03,1.2119,7.4564,0.8045
05-Oct-12,,24.876,,282.8,3.4528,0.6963,,4.0729,,,102.76,1.2124,7.4556,0.8065
08-Oct-12,,24.937,,283.75,3.4528,0.6963,,4.0718,,,101.34,1.2105,7.457,0.8091
09-Oct-12,,24.954,,283.32,3.4528,0.6963,,4.0801,,,100.83,1.2108,7.4579,0.806
10-Oct-12,,24.914,,282.17,3.4528,0.6963,,4.0956,,,101.05,1.2112,7.4593,0.8053
11-Oct-12,,24.895,,281.31,3.4528,0.6962,,4.0906,,,101.62,1.2101,7.4594,0.807
12-Oct-12,,25.027,,280.16,3.4528,0.6962,,4.0955,,,101.62,1.2089,7.4591,0.8061
15-Oct-12,,24.924,,278.98,3.4528,0.6962,,4.0939,,,101.88,1.2083,7.4591,0.8058
16-Oct-12,,24.856,,277.82,3.4528,0.6963,,4.088,,,102.75,1.2089,7.4592,0.8088
17-Oct-12,,24.754,,278.62,3.4528,0.6963,,4.1067,,,103.3,1.2109,7.4597,0.8116
18-Oct-12,,24.801,,278.12,3.4528,0.6962,,4.099,,,103.74,1.209,7.4589,0.8115
19-Oct-12,,24.832,,279.45,3.4528,0.6961,,4.1019,,,103.44,1.209,7.4588,0.8134
22-Oct-12,,24.895,,279.8,3.4528,0.6964,,4.1041,,,104.31,1.21,7.4591,0.8151
23-Oct-12,,24.911,,281.13,3.4528,0.6962,,4.1266,,,103.43,1.2097,7.4587,0.8133
24-Oct-12,,24.996,,280.6,3.4528,0.6963,,4.1511,,,103.51,1.2099,7.459,0.809
25-Oct-12,,24.942,,279.12,3.4528,0.6961,,4.1443,,,103.9,1.2098,7.4592,0.8029
26-Oct-12,,24.912,,282.27,3.4528,0.6962,,4.137,,,102.89,1.2094,7.4591,0.8034
29-Oct-12,,25.023,,284.84,3.4528,0.6962,,4.1481,,,103.01,1.2087,7.4595,0.8053
30-Oct-12,,25.012,,283.7,3.4528,0.6962,,4.1245,,,103.28,1.2081,7.4598,0.807
31-Oct-12,,25.116,,283.23,3.4528,0.6963,,4.1395,,,103.57,1.2065,7.4598,0.8043
01-Nov-12,,25.157,,282.23,3.4528,0.6962,,4.1189,,,103.69,1.2067,7.4598,0.8015
02-Nov-12,,25.253,,281.5,3.4528,0.6962,,4.106,,,103.46,1.207,7.4594,0.8009
05-Nov-12,,25.235,,282.5,3.4528,0.6962,,4.1202,,,102.49,1.207,7.4595,0.8003
06-Nov-12,,25.291,,282.57,3.4528,0.6963,,4.124,,,102.79,1.2081,7.4602,0.801
07-Nov-12,,25.398,,282.66,3.4528,0.6962,,4.144,,,101.87,1.2062,7.4598,0.7978
08-Nov-12,,25.479,,284.6,3.4528,0.6962,,4.1702,,,101.59,1.206,7.4593,0.7969
09-Nov-12,,25.367,,283.28,3.4528,0.6962,,4.1561,,,100.97,1.2058,7.4579,0.7988
12-Nov-12,,25.371,,283.78,3.4528,0.6963,,4.1672,,,100.95,1.205,7.4577,0.8011
13-Nov-12,,25.453,,284.82,3.4528,0.6962,,4.1765,,,100.98,1.2044,7.4573,0.7998
14-Nov-12,,25.463,,285.41,3.4528,0.6962,,4.1756,,,102.11,1.2043,7.4584,0.8034
15-Nov-12,,25.549,,284.15,3.4528,0.6961,,4.1492,,,103.74,1.2041,7.4593,0.8058
16-Nov-12,,25.517,,284.36,3.4528,0.6962,,4.1515,,,103.24,1.2044,7.4586,0.8018
19-Nov-12,,25.379,,282.76,3.4528,0.6961,,4.1368,,,103.97,1.2045,7.4586,0.8053
20-Nov-12,,25.405,,281.39,3.4528,0.6963,,4.125,,,104.66,1.2051,7.4581,0.8044
21-Nov-12,,25.503,,280.82,3.4528,0.6963,,4.1183,,,105.61,1.2041,7.4573,0.8044
22-Nov-12,,25.433,,279.11,3.4528,0.6963,,4.106,,,106.38,1.2046,7.4576,0.808
23-Nov-12,,25.326,,280.2,3.4528,0.6963,,4.112,,,106.74,1.2048,7.4579,0.8094
26-Nov-12,,25.292,,281.83,3.4528,0.6963,,4.0958,,,106.47,1.2041,7.4584,0.8091
27-Nov-12,,25.301,,280.17,3.4528,0.6963,,4.097,,,106.34,1.2046,7.4584,0.8068
28-Nov-12,,25.261,,280.55,3.4528,0.6963,,4.1055,,,105.61,1.2034,7.4594,0.8076
29-Nov-12,,25.202,,279.54,3.4528,0.6962,,4.0899,,,106.62,1.2039,7.4603,0.8093
30-Nov-12,,25.268,,281.19,3.4528,0.6964,,4.112,,,107.24,1.2049,7.46,0.8114
03-Dec-12,,25.27,,282.66,3.4528,0.6963,,4.1291,,,107.55,1.2087,7.4599,0.8121
04-Dec-12,,25.253,,283.03,3.4529,0.6964,,4.132,,,107.07,1.212,7.4602,0.8124
05-Dec-12,,25.234,,283.08,3.4528,0.6965,,4.1263,,,107.52,1.2119,7.46,0.812
06-Dec-12,,25.189,,283.2,3.4528,0.6965,,4.1286,,,106.93,1.2094,7.4591,0.8076
07-Dec-12,,25.188,,283.51,3.4529,0.6963,,4.1299,,,106.48,1.208,7.4593,0.8069
10-Dec-12,,25.268,,283.23,3.4528,0.6963,,4.108,,,106.42,1.2065,7.4592,0.8041
11-Dec-12,,25.264,,281.96,3.4528,0.6963,,4.0893,,,107.1,1.2124,7.4595,0.8072
12-Dec-12,,25.266,,282.3,3.4528,0.6962,,4.0955,,,108.16,1.2115,7.4602,0.8091
13-Dec-12,,25.235,,283.64,3.4528,0.6963,,4.0945,,,109.43,1.2086,7.4607,0.8111
14-Dec-12,,25.228,,283.88,3.4528,0.6963,,4.0891,,,109.46,1.2083,7.4613,0.8133
17-Dec-12,,25.217,,288.28,3.4528,0.6963,,4.0933,,,110.24,1.208,7.4613,0.8125
18-Dec-12,,25.187,,288,3.4528,0.6961,,4.0863,,,110.95,1.2065,7.4599,0.8132
19-Dec-12,,25.215,,286.38,3.4528,0.6963,,4.0815,,,111.75,1.2091,7.4607,0.8149
20-Dec-12,,25.211,,285.48,3.4528,0.6963,,4.066,,,111.7,1.2071,7.4614,0.814
21-Dec-12,,25.165,,289.74,3.4528,0.6965,,4.0806,,,110.81,1.2074,7.4616,0.8141
24-Dec-12,,25.126,,290.03,3.4528,0.6965,,4.0715,,,111.64,1.2082,7.4617,0.8172
27-Dec-12,,25.069,,291.5,3.4528,0.6974,,4.068,,,113.62,1.2087,7.4599,0.82
28-Dec-12,,25.1,,290.97,3.4528,0.6978,,4.0775,,,113.83,1.2074,7.4606,0.8184
31-Dec-12,,25.12,,292.8,3.4528,0.6977,,4.0928,,,113.62,1.2074,7.4604,0.8154
02-Jan-13,,25.197,,291.05,3.4528,0.6982,,4.0707,,,115.43,1.2099,7.4603,0.8131
03-Jan-13,,25.238,,289.79,3.4528,0.698,,4.0852,,,113.73,1.2092,7.4602,0.8103
04-Jan-13,,25.378,,291.48,3.4528,0.6976,,4.1208,,,114.86,1.2085,7.4595,0.8134
07-Jan-13,,25.572,,291.37,3.4528,0.6974,,4.1255,,,114.91,1.2088,7.46,0.8144
08-Jan-13,,25.611,,292.4,3.4528,0.6972,,4.1249,,,113.86,1.2087,7.4603,0.8147
09-Jan-13,,25.527,,290,3.4528,0.6969,,4.0846,,,114.58,1.2092,7.4608,0.8148
10-Jan-13,,25.663,,292.82,3.4528,0.6966,,4.0915,,,116.53,1.2112,7.4613,0.8204
11-Jan-13,,25.632,,295.86,3.4529,0.6974,,4.117,,,118.86,1.2175,7.4618,0.8276
14-Jan-13,,25.56,,295.67,3.4528,0.6974,,4.1158,,,119.3,1.2258,7.4624,0.8319
15-Jan-13,,25.586,,294.88,3.4528,0.6972,,4.1155,,,118.34,1.2384,7.4624,0.8296
16-Jan-13,,25.546,,295.05,3.4528,0.6977,,4.1229,,,117.66,1.2372,7.4624,0.8313
17-Jan-13,,25.506,,293.3,3.4528,0.6975,,4.1221,,,119.44,1.2461,7.4629,0.8364
18-Jan-13,,25.633,,293.28,3.4528,0.6975,,4.1626,,,119.54,1.2432,7.4635,0.8379
21-Jan-13,,25.614,,293.05,3.4528,0.6978,,4.1645,,,119.57,1.2412,7.4631,0.8409
22-Jan-13,,25.609,,294.42,3.4528,0.6977,,4.1726,,,117.63,1.2349,7.4634,0.8373
23-Jan-13,,25.583,,294.81,3.4528,0.6978,,4.1745,,,117.61,1.2334,7.4626,0.8384
24-Jan-13,,25.581,,295.05,3.4528,0.6985,,4.1911,,,120.34,1.2441,7.4615,0.8473
25-Jan-13,,25.587,,297.63,3.4528,0.6987,,4.1745,,,122.6,1.2438,7.4624,0.8525
28-Jan-13,,25.666,,298.55,3.4528,0.6987,,4.1991,,,121.99,1.2481,7.4603,0.857
29-Jan-13,,25.617,,295.79,3.4528,0.6989,,4.195,,,122.19,1.2428,7.4601,0.8559
30-Jan-13,,25.639,,295.09,3.4528,0.6992,,4.1965,,,123.59,1.2379,7.4606,0.8593
31-Jan-13,,25.704,,292.8,3.4528,0.6995,,4.2048,,,123.86,1.2358,7.4612,0.8561
01-Feb-13,,25.672,,291.63,3.4528,0.7003,,4.1654,,,126.81,1.2365,7.4608,0.8698
04-Feb-13,,25.705,,293.53,3.4528,0.7003,,4.1693,,,125.67,1.2319,7.4602,0.8615
05-Feb-13,,25.602,,291.59,3.4528,0.6999,,4.1742,,,126.35,1.2301,7.4595,0.8634
06-Feb-13,,25.36,,293.33,3.4528,0.6999,,4.1702,,,126.63,1.2328,7.4592,0.8649
07-Feb-13,,25.267,,293.3,3.4528,0.6995,,4.1755,,,124.81,1.2289,7.4605,0.8527
08-Feb-13,,25.242,,290.84,3.4528,0.6996,,4.1498,,,124.1,1.2274,7.4606,0.8449
11-Feb-13,,25.235,,290.9,3.4528,0.6995,,4.1605,,,125.03,1.2301,7.4616,0.8542
12-Feb-13,,25.37,,290.5,3.4528,0.6997,,4.182,,,125.32,1.2331,7.4611,0.8598
13-Feb-13,,25.363,,289.78,3.4528,0.6997,,4.1525,,,125.6,1.2353,7.4616,0.8644
14-Feb-13,,25.337,,291.72,3.4528,0.6997,,4.1743,,,124.16,1.2303,7.4603,0.8593
15-Feb-13,,25.396,,291.85,3.4528,0.6996,,4.181,,,125.25,1.2335,7.4595,0.86
18-Feb-13,,25.382,,291.35,3.4528,0.6995,,4.1875,,,125.45,1.2327,7.4596,0.8624
19-Feb-13,,25.358,,290.85,3.4528,0.6996,,4.1686,,,124.91,1.2342,7.4594,0.8649
20-Feb-13,,25.384,,290.77,3.4528,0.6997,,4.1565,,,125.26,1.235,7.4602,0.8737
21-Feb-13,,25.473,,291.74,3.4528,0.6997,,4.1572,,,122.8,1.2286,7.4597,0.8666
22-Feb-13,,25.519,,293.8,3.4528,0.7,,4.1638,,,122.7,1.226,7.4602,0.8621
25-Feb-13,,25.511,,294.06,3.4528,0.6997,,4.1453,,,123.94,1.2291,7.4614,0.8745
26-Feb-13,,25.577,,294.98,3.4528,0.7003,,4.1678,,,119.87,1.2179,7.4567,0.8642
27-Feb-13,,25.638,,295.97,3.4528,0.7007,,4.1664,,,120.1,1.2191,7.4574,0.8662
28-Feb-13,,25.695,,295.82,3.4528,0.7009,,4.15,,,120.64,1.2202,7.4557,0.8614
01-Mar-13,,25.673,,294.65,3.4528,0.7008,,4.1348,,,121.35,1.2274,7.4559,0.8651
04-Mar-13,,25.65,,297.3,3.4528,0.7005,,4.1381,,,121.36,1.225,7.4559,0.8633
05-Mar-13,,25.607,,298.09,3.4528,0.7011,,4.1243,,,121.6,1.2274,7.4557,0.8616
06-Mar-13,,25.54,,299.88,3.4528,0.7008,,4.1475,,,121.59,1.2305,7.4555,0.8636
07-Mar-13,,25.469,,298.96,3.4528,0.7009,,4.147,,,123.84,1.2357,7.4544,0.8694
08-Mar-13,,25.434,,299.14,3.4528,0.7009,,4.1297,,,124.86,1.2371,7.4572,0.8699
11-Mar-13,,25.568,,301.69,3.4528,0.701,,4.1436,,,125.1,1.2358,7.4575,0.8737
12-Mar-13,,25.616,,306.2,3.4528,0.701,,4.1385,,,124.99,1.2332,7.4577,0.8748
13-Mar-13,,25.65,,305.14,3.4528,0.7011,,4.1395,,,124.38,1.2327,7.4574,0.8677
14-Mar-13,,25.569,,304.2,3.4528,0.7015,,4.1551,,,124.75,1.2326,7.4575,0.8623
15-Mar-13,,25.592,,305.01,3.4528,0.7014,,4.1441,,,124.26,1.2266,7.4581,0.8634
18-Mar-13,,25.639,,305.84,3.4528,0.7012,,4.1503,,,122.98,1.2245,7.455,0.8577
19-Mar-13,,25.603,,305.78,3.4528,0.7013,,4.1591,,,122.24,1.2193,7.4544,0.8525
20-Mar-13,,25.733,,304.97,3.4528,0.7018,,4.1728,,,123.7,1.2224,7.4533,0.8558
21-Mar-13,,25.755,,305.19,3.4528,0.7006,,4.1869,,,122.87,1.2221,7.4526,0.8515
22-Mar-13,,25.826,,306.65,3.4528,0.7023,,4.1764,,,122.8,1.222,7.4537,0.8528
25-Mar-13,,25.769,,306.31,3.4528,0.7021,,4.1629,,,121.53,1.2203,7.4526,0.8484
26-Mar-13,,25.738,,303.6,3.4528,0.7018,,4.1782,,,121.15,1.2196,7.4522,0.8484
27-Mar-13,,25.771,,303.72,3.4528,0.7013,,4.1816,,,120.64,1.2188,7.4531,0.8459
28-Mar-13,,25.767,,304.25,3.4528,0.7017,,4.1755,,,120.72,1.2162,7.4548,0.8458
02-Apr-13,,25.893,,301.96,3.4528,0.7013,,4.1886,,,120.01,1.2178,7.4547,0.8487
03-Apr-13,,25.828,,301.91,3.4528,0.7011,,4.1938,,,119.32,1.2145,7.4533,0.8488
04-Apr-13,,25.768,,300.58,3.4528,0.7011,,4.1856,,,123.87,1.2162,7.4539,0.8468
05-Apr-13,,25.785,,300.5,3.4528,0.7011,,4.1566,,,126.52,1.2151,7.4546,0.8482
08-Apr-13,,25.727,,296.53,3.4528,0.7009,,4.1204,,,128.73,1.217,7.4542,0.8518
09-Apr-13,,25.745,,297.7,3.4528,0.7009,,4.1211,,,129.28,1.2196,7.4559,0.8538
10-Apr-13,,25.904,,297.02,3.4528,0.7006,,4.1005,,,130.22,1.2191,7.4559,0.8538
11-Apr-13,,25.892,,296.88,3.4528,0.7009,,4.111,,,130.68,1.2199,7.456,0.8527
12-Apr-13,,25.923,,295.46,3.4528,0.7006,,4.102,,,129.31,1.2168,7.4562,0.8523
15-Apr-13,,25.831,,293.94,3.4528,0.7006,,4.1005,,,128.18,1.2166,7.4559,0.8546
16-Apr-13,,25.881,,294.21,3.4528,0.7005,,4.1127,,,128.34,1.2166,7.4556,0.8587
17-Apr-13,,25.835,,294.22,3.4528,0.7005,,4.1075,,,127.29,1.2146,7.455,0.8561
18-Apr-13,,25.829,,298.36,3.4528,0.7003,,4.1125,,,128.48,1.2164,7.4554,0.8555
19-Apr-13,,25.863,,298.69,3.4528,0.7002,,4.1012,,,129.83,1.2173,7.4556,0.8573
22-Apr-13,,25.935,,299.6,3.4528,0.7002,,4.1116,,,129.38,1.2198,7.4542,0.8547
23-Apr-13,,25.934,,299.44,3.4528,0.7002,,4.1322,,,129.29,1.2257,7.4548,0.8515
24-Apr-13,,25.924,,301.07,3.4528,0.7003,,4.1518,,,129.15,1.2315,7.456,0.8512
25-Apr-13,,25.811,,301.33,3.4528,0.7,,4.1485,,,129.39,1.2322,7.4562,0.8423
26-Apr-13,,25.731,,301.9,3.4528,0.7,,4.1593,,,127.26,1.2267,7.4562,0.841
29-Apr-13,,25.659,,298.76,3.4528,0.6997,,4.1382,,,128.6,1.2273,7.4567,0.8456
30-Apr-13,,25.796,,300.04,3.4528,0.7001,,4.166,,,128.44,1.2251,7.4555,0.8472
01-May-13,,25.69,,298.85,3.4528,0.7001,,4.1692,,,128.43,1.224,7.4559,0.8483
